"key","source","Translation"
"M02S08_INT_BradleyInWareHouse_Loca17","Someone else is interested in Hawkins.","Хтось інший цікавиться Гокінсами."
"M02S08_INT_BradleyInWareHouse_Loca16","Look around you: someone has settled in here.","Оглянься навколо: тут хтось оселився"
"M02S08_INT_BradleyInWareHouse_Loca5","Can you explain what this painting is doing here?","Чи можеш пояснити, що ця картина робить тут?"
"M02S08_INT_BradleyInWareHouse_Loca6","This strange portrait... Wait I know it!","Цей дивний портрет... Зачекай, я знаю його!"
"M02S08_INT_BradleyInWareHouse_Loca34","M02S08_INT_BradleyInWareHouse_Loca34",""
"M02S08_INT_BradleyInWareHouse_Loca35","Let me guess: it was in the Hawkins mansion.","Дай здогадатися: він був у маєтку Гокінсів."
"M02S08_INT_BradleyInWareHouse_Loca36","Precisely. You can still see the burn marks. There's no doubt about it.","Саме так. Ти досі можеш бачити сліди від вогню. Тут немає сумнівів."
"M02S08_INT_BradleyInWareHouse_Loca37","I must admit that you seem fairly competent. But I can't allow you to stay here.","Я мушу визнати, що ти здаєшся досить компетентним. Але я не можу дозволити тобі залишитися тут."
"M02S08_INT_BradleyInWareHouse_Loca40","I've seen enough. It's the Hawkins mansion that interests me now.","Я вже достатньо побачив. Тепер мене цікавить маєток Гокінсів."
"M02S08_INT_BradleyInWareHouse_Loca39","Of course. You want to go back along his trail.","Звісно. Ти хочеш повернутися по його сліду."
"M02S08_INT_BradleyInWareHouse_Loca41","I'd like to understand how this painting made it to here.","Я хотів би зрозуміти, як ця картина потрапила сюди."
"M02S08_INT_BradleyInWareHouse_Loca8","Come on. My car is parked down the way.","Іди сюди. Моя машина припаркована трохи далі."
"M02S08_INT_BradleyInWareHouse_Loca42","M02S08_INT_BradleyInWareHouse_Loca42",""
"M02S08_INT_BradleyInWareHouse_Loca43","It was in the Hawkins mansion when we came to investigate the fire.","Це було в маєтку Гокінсів, коли ми прийшли розслідувати пожежу."
"M02S08_INT_BradleyInWareHouse_Loca44","So you confirm that it was removed from the crime scene.  Interesting.","То ж, ти підтверджуєш, що її забрали з місця злочину.  Цікаво."
"M02S08_INT_BradleyInWareHouse_Loca74","I'd like to go and see the mansion now.","Я хотів би зараз піти і подивитися на маєток."
"M02S08_INT_BradleyInWareHouse_Loca45","M02S08_INT_BradleyInWareHouse_Loca45",""
"M02S08_INT_BradleyInWareHouse_Loca29","Let’s team up.","Давай об'єднаємо зусилля."
"M02S08_INT_BradleyInWareHouse_Loca30","M02S08_INT_BradleyInWareHouse_Loca30",""
"M02S08_INT_BradleyInWareHouse_Loca31","You seem like a competent officer. We should help each other.","Ти здаєшся компетентним офіцером. Ми повинні допомагати один одному."
"M02S08_INT_BradleyInWareHouse_Loca49","You're trying to manipulate me, Mr Pierce. I hate to be taken for a fool.","Ти намагаєшся маніпулювати мною, містере Пірс. Я ненавиджу, коли мене вважають дурнем."
"M02S08_INT_BradleyInWareHouse_Loca50","All right, Inspector Lestrade, let me take a more direct approach.","Добре, інспекторе Лестрейд, дозволь мені підійти до справи більш прямо."
"M02S08_INT_BradleyInWareHouse_Loca51","M02S08_INT_BradleyInWareHouse_Loca51",""
"M02S08_INT_BradleyInWareHouse_Loca48","M02S08_INT_BradleyInWareHouse_Loca48",""
"M02S08_INT_BradleyInWareHouse_Loca52","It's clear that you knew the victims. I'm sorry to dig up bad memories.","Цілком очевидно, що ти знав жертв. Мені шкода пригадувати погані спогади."
"M02S08_INT_BradleyInWareHouse_Loca53","I can still see the poor child lying burnt on the floor of their drawing room.","Я досі бачу бідну дитину, що лежить обгорілою на підлозі їхньої вітальні."
"M02S08_INT_BradleyInWareHouse_Loca56","We had to tear him off. The marks must still be there. They're in my mind, anyway.","Ми мусили його відірвати. Сліди, напевно, досі там. Вони в моїй пам'яті, принаймні."
"M02S08_INT_BradleyInWareHouse_Loca55","It's horrendous. I'm going to need your experience to bring him justice, Officer Bradley.","Це жахливо. Мені знадобиться твій досвід, щоб принести йому справедливість, офіцере Бредлі."
"M02S08_INT_BradleyInWareHouse_Loca57","M02S08_INT_BradleyInWareHouse_Loca57",""
"M02S08_INT_BradleyInWareHouse_Loca64","[Threaten the police officer]","[Погрожувати офіцеру]"
"M02S08_INT_BradleyInWareHouse_Loca67","You sent your men away? Bad idea.","Ти відправив своїх людей геть? Погана ідея."
"M02S08_INT_BradleyInWareHouse_Loca71","I see only one overweight police officer and one hardened veteran.","Я бачу лише одного огрядного поліцейського і одного загартованого ветерана."
"M02S08_INT_BradleyInWareHouse_Loca69","How dare you? I am a representative of the law.","Як ти смієш? Я представник закону."
"M02S08_INT_BradleyInWareHouse_Loca72","Relax. Look at what I found.","Розслабся. Подивись, що я знайшов."
"M02S08_INT_BradleyInWareHouse_Loca73","M02S08_INT_BradleyInWareHouse_Loca73",""
"M02S08_INT_Cat_AfterClash_Loca1","M02S08_INT_Cat_AfterClash_Loca1",""
"M02S08_INT_Cat_AfterClash_Loca18","M02S08_INT_Cat_AfterClash_Loca18",""
"M02S08_INT_Cat_AfterClash_Loca13","If you've broken my nose...","Якщо ти зламав мені ніс..."
"M02S08_INT_Cat_AfterClash_Loca29","I was careful. This time.","Я був обережний. Цього разу."
"M02S08_INT_Cat_AfterClash_Loca30","Do you want us to take care of him, Cat?","Тобі потрібно, щоб ми з ним розібралися, Кіт?"
"M02S08_INT_Cat_AfterClash_Loca31","No. Not yet.","Ні. Ще ні."
"M02S08_INT_Cat_AfterClash_Loca5","You don't lack nerve... And you've got a fairly good right. I'm always on a look-out for well-built guys to work for me.","У тебе не бракує відваги... І в тебе досить хороший удар. Я завжди шукаю добре складених хлопців, щоб працювати на мене."
"M02S08_INT_Cat_AfterClash_Loca24","I'll make a note of it.","Я занотую це."
"M02S08_INT_Cat_AfterClash_Loca36","Please do. I am Cat. I run the neighborhood.","Будь ласка, зроби це. Я - Кіт. Я керую тут по-сусідству."
"M02S08_INT_Cat_AfterClash_Loca34","M02S08_INT_Cat_AfterClash_Loca34",""
"M02S08_INT_Cat_AfterClash_Loca4","Everyone marches to my tune here.","Кожен тут танцює під мою дудку."
"M02S08_INT_Cat_AfterClash_Loca25","Even Captain Fitzroy?","Навіть капітан Фіцрой?"
"M02S08_INT_Cat_AfterClash_Loca26","Don't push me. You've pushed your luck far enough for one day.","Не тисни на мене. Ти вже достатньо ризикував на сьогодні."
"M02S08_INT_Cat_AfterClash_Loca40","M02S08_INT_Cat_AfterClash_Loca40",""
"M02S08_INT_Cat_AfterClash_Loca32","M02S08_INT_Cat_AfterClash_Loca32",""
"M02S08_INT_Cat_AfterClash_Loca37","I understand that.","Я це розумію."
"M02S08_INT_Cat_AfterClash_Loca39","And yet here you are. Obviously you're not that smart.","І все ж ти тут. Очевидно, ти вже не такий розумаха."
"M02S08_INT_Cat_AfterClash_Loca16","Rather than foolishly risking your skin, come and see me in the bar one of these days.","Замість того, щоб безглуздо ризикувати своєю шкірою, приходь до мене в бар на днях."
"M02S08_INT_Cat_AfterClash_Loca12","We can talk about what I can do for you... And what you can do for me.","Ми можемо поговорити про те, що я можу зробити для тебе... І що ти можеш зробити для мене."
"M02S08_INT_Cat_Bar_Loca1","M02S08_INT_Cat_Bar_Loca1",""
"M02S08_INT_Cat_Bar_Loca7","M02S08_INT_Cat_Bar_Loca7",""
"M02S08_INT_Cat_Bar_Loca9","Mitchell! A drink for our new friend.","Мітчелл! Напій для нашого нового друга."
"M02S08_INT_Cat_Bar_Loca151","M02S08_INT_Cat_Bar_Loca151",""
"M02S08_INT_Cat_Bar_Loca30","I owe you. You don't know how to fight, but at least you've got guts.","Я тобі завинила. Ти не вмієш битися, але принаймні в тебе є яйця."
"M02S08_INT_Cat_Bar_Loca153","Yes, aching guts.","Так, болять кишки."
"M02S08_INT_Cat_Bar_Loca154","I’ve got them too. But you don't hear me whining like a pooch who's lost its leash.","У мене теж болять. Але ти не чуєш, як я скиглю, як пес, який втратив повідок."
"M02S08_INT_Cat_Bar_Loca159","You didn't back down. It's something that I respect.","Ти не відступив. Це те, що я поважаю"
"M02S08_INT_Cat_Bar_Loca160","So understand by that, if I catch you again, you'll carry a more permanent reminder of our encounter.","Тож зрозумій, якщо я знову тебе спіймаю, ти отримаєш більш постійне нагадування про нашу зустріч."
"M02S08_INT_Cat_Bar_Loca165","M02S08_INT_Cat_Bar_Loca165",""
"M02S08_INT_Cat_Bar_Loca161","M02S08_INT_Cat_Bar_Loca161",""
"M02S08_INT_Cat_Bar_Loca31","I think it's time to talk business.","Я думаю, настав час поговорити про справи."
"M02S08_INT_Cat_Bar_Loca195","M02S08_INT_Cat_Bar_Loca195",""
"M02S08_INT_Cat_Bar_Loca162","No hard feelings?","Без образ?"
"M02S08_INT_Cat_Bar_Loca163","For a lucky little blow? You think I got to be boss of these lads without taking any hits?","За вдалий удар? Ти думаєш, я стала босом цих хлопців, не отримавши жодного удару?"
"M02S08_INT_Cat_Bar_Loca164","It will serve as a lesson: I was too soft with you. Next time, I'll hit first.","Це послужить уроком: я була занадто м'якою з тобою. Наступного разу я вдарю першою."
"M02S08_INT_Cat_Bar_Loca32","Tell me what brings you to Darkwater.","Розкажи мені, що привело тебе на Дарквотер."
"M02S08_INT_Cat_Bar_Loca33","M02S08_INT_Cat_Bar_Loca33",""
"M02S08_INT_Cat_Bar_Loca34","[Tell the truth]","[Сказати правду]"
"M02S08_INT_Cat_Bar_Loca36","I'm investigating the death of the Hawkins family.","Я розслідував смерть родини Гокінсів."
"M02S08_INT_Cat_Bar_Loca37","It's very nice of you to tell me the truth so openly.","Це дуже мило з твого боку так відкрито розповідати мені правду."
"M02S08_INT_Cat_Bar_Loca150","But it's also really stupid of you. You really don't seem to know the area.","Але це також дуже по-дурному з твого боку. Ти справді не знаєш цю місцевість."
"M02S08_INT_Cat_Bar_Loca39","Let me give you a little advice.","Дозволь мені дати тобі кілька порад"
"M02S08_INT_Cat_Bar_Loca46","M02S08_INT_Cat_Bar_Loca46",""
"M02S08_INT_Cat_Bar_Loca35","[Lie]","[Збрехати]"
"M02S08_INT_Cat_Bar_Loca40","I'm fascinated by the history of the whaling station.","Я захоплююся історією китобійної станції."
"M02S08_INT_Cat_Bar_Loca41","You certainly don't lack style. But enough of the jokes.","Ти, безумовно, не позбавлений стилю. Але досить жартів."
"M02S08_INT_Cat_Bar_Loca42","You reek of private eye. Who did you come for?","Ти смердиш приватним детективом. За ким ти прийшов?"
"M02S08_INT_Cat_Bar_Loca43","The Hawkins family.","Родина Гокінсів."
"M02S08_INT_Cat_Bar_Loca166","Now why doesn’t that surprise me. A little advice, though.","І чому це мене не дивує. Втім, маленька порада."
"M02S08_INT_Cat_Bar_Loca47","M02S08_INT_Cat_Bar_Loca47",""
"M02S08_INT_Cat_Bar_Loca45","If you want to survive more than a day in this rat hole, avoid talking about them to the first people you meet.","Якщо ти хочеш вижити більше ніж день в цій щурячій дірі, уникай розмов про них з першими ліпшими на шляху."
"M02S08_INT_Cat_Bar_Loca48","M02S08_INT_Cat_Bar_Loca48",""
"M02S08_INT_Cat_Bar_Loca49","I thought she was the biggest danger.","Я думав, що вона найбільша небезпека."
"M02S08_INT_Cat_Bar_Loca53","Is that more dangerous than having a drink with you?","Це більш небезпечно, ніж випити з тобою?"
"M02S08_INT_Cat_Bar_Loca56","I'm not kidding.","Я не жартую."
"M02S08_INT_Cat_Bar_Loca57","The old families were here long before us.","Старі родини були тут задовго до нас"
"M02S08_INT_Cat_Bar_Loca58","And they'll be here long after we're gone.","І вони будуть тут ще довго після того, як ми підемо."
"M02S08_INT_Cat_Bar_Loca59","The old families?","Старі родини?"
"M02S08_INT_Cat_Bar_Loca60","The descendants of the first whalers...","Потомки перших китобоїв..."
"M02S08_INT_Cat_Bar_Loca61","These people truly worship their ancestors.","Ці люди справді поклоняються своїм предкам."
"M02S08_INT_Cat_Bar_Loca68","M02S08_INT_Cat_Bar_Loca68",""
"M02S08_INT_Cat_Bar_Loca50","I need help to get into the warehouse.","Мені потрібна допомога, щоб потрапити на склад."
"M02S08_INT_Cat_Bar_Loca54","I need to get into the Hawkins warehouse.","Мені потрібно потрапити на склад Гокінсів."
"M02S08_INT_Cat_Bar_Loca89","You're out of luck. It’s on my turf.","Тобі не пощастило. Він на моїй території."
"M02S08_INT_Cat_Bar_Loca88","It's precisely for that reason that I've come to see you.","Саме з цієї причини я прийшов до тебе"
"M02S08_INT_Cat_Bar_Loca90","Are you pulling my leg?","Ти знущаєшся з мене?"
"M02S08_INT_Cat_Bar_Loca91","M02S08_INT_Cat_Bar_Loca91",""
"M02S08_INT_Cat_Bar_Loca92","Not at all!","Зовсім ні!"
"M02S08_INT_Cat_Bar_Loca110","I'm very serious.","Я дуже серйозно."
"M02S08_INT_Cat_Bar_Loca123","A whole family died in a fire.","Ціла родина згоріла заживо."
"M02S08_INT_Cat_Bar_Loca124","And I've got reason to believe that there's still more to be said on the subject.","І в мене є підстави вважати, що про це ще можна багато чого сказати."
"M02S08_INT_Cat_Bar_Loca122","M02S08_INT_Cat_Bar_Loca122",""
"M02S08_INT_Cat_Bar_Loca93","I’m losing my patience.","Я втрачаю моє терпіння."
"M02S08_INT_Cat_Bar_Loca111","Your small-time hoodlum number is starting to tire me.","Твоя дрібна бандитська вистава починає мене втомлювати."
"M02S08_INT_Cat_Bar_Loca126","My number?","Моя вистава?"
"M02S08_INT_Cat_Bar_Loca127","I thought I'd made myself clear, but we can go through it again if you didn't understand.","Я думав, що я ясно висловився, але ми можемо повторити це ще раз, якщо ти не зрозумів."
"M02S08_INT_Cat_Bar_Loca128","Is it better, your nose?","Тепер краще, твій ніс?"
"M02S08_INT_Cat_Bar_Loca130","You took me by surprise. It won't happen again.","Ти мене здивував. Це більше не повториться."
"M02S08_INT_Cat_Bar_Loca129","Don't be foolhardy. Just be glad that you're still alive after your lucky blow.","Не будь нерозумним. Просто радій, що ти досі живий після свого вдалого удару."
"M02S08_INT_Cat_Bar_Loca131","So amusing.","Так весело."
"M02S08_INT_Cat_Bar_Loca121","M02S08_INT_Cat_Bar_Loca121",""
"M02S08_INT_Cat_Bar_Loca94","Would I have taken that risk?","Чи ризикував би я цим?"
"M02S08_INT_Cat_Bar_Loca112","Think it over.","Подумай над цим."
"M02S08_INT_Cat_Bar_Loca114","I've seen what you're capable of.","Я бачив, на що ти здатний."
"M02S08_INT_Cat_Bar_Loca115","And you didn't miss me.","І ти не промахнувся."
"M02S08_INT_Cat_Bar_Loca116","You almost got me.","Ти майже мене дістав."
"M02S08_INT_Cat_Bar_Loca118","I accept the compliment.","Я приймаю комплімент."
"M02S08_INT_Cat_Bar_Loca120","M02S08_INT_Cat_Bar_Loca120",""
"M02S08_INT_Cat_Bar_Loca119","Well, I see you're serious.","Ну, бачу, ти серйозний."
"M02S08_INT_Cat_Bar_Loca74","To be honest, as long as it doesn't interfere with my business, I don't care.","Чесно кажучи, поки це не заважає моєму бізнесу, мені все одно."
"M02S08_INT_Cat_Bar_Loca75","But I'll go with you, to make sure you don't stick your nose into things that don't concern you.","Але я піду з тобою, щоб переконатися, що ти не сунеш свого носа в те, що тебе не стосується."
"M02S08_INT_Cat_Bar_Loca76","Sounds honest to me.","Звучить чесно для мене."
"M02S08_INT_Cat_Bar_Loca77","I'm not finished.","Я ще не закінчив."
"M02S08_INT_Cat_Bar_Loca78","If I do that for you. If I let you onto our turf to conduct your little affairs...","Якщо я зроблю це для тебе. Якщо я дозволю тобі зайти на нашу територію, щоб займатися своїми справами..."
"M02S08_INT_Cat_Bar_Loca79","You'll be indebted to me.","Ти будеш мені винен."
"M02S08_INT_Cat_Bar_Loca84","And I guarantee that I always collect on what I'm owed.","І я гарантую, що завжди стягую те, що мені винні."
"M02S08_INT_Cat_Bar_Loca83","Think about it. I help you, you’ll owe me a favor in return. Do you accept?","Подумай про це. Я допомагаю тобі, ти будеш мені винен послугу в обмін. Ти згоден?"
"M02S08_INT_Cat_Bar_Loca63","M02S08_INT_Cat_Bar_Loca63",""
"M02S08_INT_Cat_Bar_Loca51","You must know Darkwater well.","Ти, напевно, добре знаєш Дарквотер."
"M02S08_INT_Cat_Bar_Loca55","I've got a few questions about the island.","У мене є кілька запитань про острів"
"M02S08_INT_Cat_Bar_Loca64","I'm not here to give you information. Mitchell will tell you what he wants to tell you.","Я не задля того тут, щоб давати тобі інформацію. Мітчелл скаже тобі те, що захоче сказати тобі."
"M02S08_INT_Cat_Bar_Loca67","M02S08_INT_Cat_Bar_Loca67",""
"M02S08_INT_Cat_Bar_Loca52","[Leave]","[Піти]"
"M02S08_INT_Cat_Bar_Loca69","I won't bother you any longer.","Я більше не буду тебе турбувати."
"M02S08_INT_Cat_Bar_Loca70","I raise my glass to this excellent suggestion!","Я піднімаю свій келих за цю чудову пропозицію!"
"M02S08_INT_Cat_Bar_Loca10","M02S08_INT_Cat_Bar_Loca10",""
"M02S08_INT_Cat_Bar_Loca11","Yes.","Так."
"M02S08_INT_Cat_Bar_Loca12","Do I have a choice?","Чи є у мене вибір?"
"M02S08_INT_Cat_Bar_Loca86","We always have one, detective.","Ми завжди маємо вибір, детективе."
"M02S08_INT_Cat_Bar_Loca13","No.","Ні."
"M02S08_INT_Cat_Bar_Loca14","I don't think I'm ready to pay the price.","Я не думаю, що я готовий заплатити таку ціну."
"M02S08_INT_Cat_Bar_Loca15","As you wish, but I think you'll be back.","Як хочеш, але я думаю, що ти повернешся."
"M02S08_INT_Cat_Bar_Loca143","M02S08_INT_Cat_Bar_Loca143",""
"M02S08_INT_Cat_Bar_Loca144","I told you to beat it.","Я ж казав тобі, щоб ти йшов геть."
"M02S08_INT_Cat_Bar_Loca155","M02S08_INT_Cat_Bar_Loca155",""
"M02S08_INT_Cat_Bar_Loca156","Can't you see that we're in the middle of a conversation?","Не бачиш, що ми посеред розмови?"
"M02S08_INT_Cat_Bar_Loca168","M02S08_INT_Cat_Bar_Loca168",""
"M02S08_INT_Cat_Bar_Loca169","M02S08_INT_Cat_Bar_Loca169",""
"M02S08_INT_Cat_Bar_Loca95","M02S08_INT_Cat_Bar_Loca95",""
"M02S08_INT_Cat_Bar_Loca96","So you want to go to this warehouse, or not?","Тож ти хочеш піти на цей склад, чи ні?"
"M02S08_INT_Cat_Bar_Loca98","M02S08_INT_Cat_Bar_Loca98",""
"M02S08_INT_Cat_Bar_Loca99","Yes.","Так."
"M02S08_INT_Cat_Bar_Loca102","I'm with you.","Я з тобою."
"M02S08_INT_Cat_Bar_Loca103","Don't lose me this time.","Не втрачай мене цього разу."
"M02S08_INT_Cat_Bar_Loca101","Yes.","Так."
"M02S08_INT_Cat_Bar_Loca104","I have no other choice.","У мене немає іншого вибору."
"M02S08_INT_Cat_Bar_Loca106","You sure you won't regret it?","Ти впевнений, що не пошкодуєш про це?"
"M02S08_INT_Cat_Bar_Loca105","M02S08_INT_Cat_Bar_Loca105",""
"M02S08_INT_Cat_Bar_Loca100","Not yet.","Ні, ще ні."
"M02S08_INT_Cat_Bar_Loca107","I'm still looking for other options.","Я все ще шукаю інші варіанти."
"M02S08_INT_Cat_Bar_Loca108","*Ahahah!*","*Ахахах!*"
"M02S08_INT_Cat_Bar_Loca2","M02S08_INT_Cat_Bar_Loca2",""
"M02S08_INT_Cat_Bar_Loca6","What you looking at, stranger?","На що ти дивишся, чужинцю?"
"M02S08_INT_Cat_Bar_Loca16","M02S08_INT_Cat_Bar_Loca16",""
"M02S08_INT_Cat_Bar_Loca17","Nothing at all.","Нічого такого."
"M02S08_INT_Cat_Bar_Loca141","I'm just passing by, sorry.","Я просто проходжу повз, вибач."
"M02S08_INT_Cat_Bar_Loca142","*Peuh!*","*Пфу!*"
"M02S08_INT_Cat_Bar_Loca27","M02S08_INT_Cat_Bar_Loca27",""
"M02S08_INT_Cat_Bar_Loca18","She can certainly put them away...","Вона дійсно може їх випити..."
"M02S08_INT_Cat_Bar_Loca132","I've rarely seen a woman who can hold her liquor so confidently.","Я рідко бачив жінку, яка так впевнено тримає алкоголь."
"M02S08_INT_Cat_Bar_Loca25","What gives you the right to judge me?","Що дає тобі право судити мене?"
"M02S08_INT_Cat_Bar_Loca134","It was a compliment.","Це був комплімент."
"M02S08_INT_Cat_Bar_Loca135","So what?","І що з того?"
"M02S08_INT_Cat_Bar_Loca28","M02S08_INT_Cat_Bar_Loca28",""
"M02S08_INT_Cat_Bar_Loca19","What is a woman like you doing in a place like this?","Що робить жінка, як ти, в такому місці?"
"M02S08_INT_Cat_Bar_Loca136","The clientele is predominantly male.","Клієнтура переважно чоловіча."
"M02S08_INT_Cat_Bar_Loca26","Tell me something I don’t know.","Скажи мені щось, чого я не знаю."
"M02S08_INT_Cat_Bar_Loca137","I meant nothing by it.","Я нічого такого не мав на увазі."
"M02S08_INT_Cat_Bar_Loca138","I'm just wondering what a woman like you is doing in this dive.","Я просто дивуюсь, що жінка, як ти, робить в такій дірі."
"M02S08_INT_Cat_Bar_Loca139","And, I'm wondering what could be going through the head of the chump who goes to disturb her.","І я дивуюсь, що може бути в голові дурня, який йде її турбувати."
"M02S08_INT_Cat_Bar_Loca29","M02S08_INT_Cat_Bar_Loca29",""
"M02S08_INT_Cat_Bar_Loca173","Everyone knows about you.","Про тебе всі знають."
"M02S08_INT_Cat_Bar_Loca174","Your men are simply thugs.","Твої люди - просто головорізи."
"M02S08_INT_Cat_Bar_Loca176","Where did he come from?","Звідки він взявся?"
"M02S08_INT_Cat_Bar_Loca175","That's what I pay you for.","Ось за що я тобі плачу."
"M02S08_INT_Cat_Bar_Loca190","M02S08_INT_Cat_Bar_Loca190",""
"M02S08_INT_Cat_Bar_Loca177","Not too much, I hope. Two guys to knock around one poor drunk doesn't seem like a good investment.","Не дуже, я сподіваюсь. Двоє хлопців, щоб побити одного бідного п'яницю, не здаються хорошою інвестицією."
"M02S08_INT_Cat_Bar_Loca179","M02S08_INT_Cat_Bar_Loca179",""
"M02S08_INT_Cat_Bar_Loca183","If you want, I'll show you what I can do on my own.","Якщо хочеш, я покажу тобі, на що здатна сама."
"M02S08_INT_Cat_Bar_Loca184","I'm not drunk enough for you.","Я недостатньо п'яна, щоб ти впорався зі мною"
"M02S08_INT_Cat_Bar_Loca187","M02S08_INT_Cat_Bar_Loca187",""
"M02S08_INT_Cat_Bar_Loca181","M02S08_INT_Cat_Bar_Loca181",""
"M02S08_INT_Cat_Bar_Loca178","I'll give you good investment!","Я дам тобі хорошу інвестицію!"
"M02S08_INT_Cat_Bar_Loca182","No trouble in my bar!","Ніяких проблем у моєму барі!"
"M02S08_INT_Cat_Bar_Loca185","If you've got a serious offer to make me, we'll talk later.","Якщо у тебе є серйозна пропозиція, ми поговоримо пізніше."
"M02S08_INT_Cat_Bar_Loca186","Let's hope that you'll have as much nerve when you're sober.","Сподіваюсь, ти матимеш стільки ж хоробрості, коли будеш тверезим."
"M02S08_INT_Cat_Bar_Loca188","If your bravado is just liquor talking, you'd better get off my island.","Якщо твоя відвага - це просто п'яне базікання, тобі краще звалити з мого острова."
"M02S08_INT_Cat_Bar_Loca194","You need more than a loud mouth to get my attention.","Тобі потрібно більше, ніж голосний рот, щоб привернути мою увагу."
"M02S08_INT_Cat_Bar_Loca189","In the mean time, get out of here.","А поки що, вали звідси."
"M02S08_INT_Cat_Bar_Loca192","M02S08_INT_Cat_Bar_Loca192",""
"M02S08_INT_Cat_Bar_Loca193","M02S08_INT_Cat_Bar_Loca193",""
"M02S08_INT_Cat_Bar_Loca24","Let me drink, stranger.","Дай мені випити, чужак."
"M02S08_INT_Cat_Clash_Loca1","M02S08_INT_Cat_Clash_Loca1",""
"M02S08_INT_Cat_Clash_Loca2","Well, well… A little mouse has got lost on our turf.","Ну, ну... Маленька мишка заблукала на нашій території."
"M02S08_INT_Cat_Clash_Loca95","You're not only inquisitive. You’re also stupid.","Ти не тільки допитливий. Ти ще й дурний."
"M02S08_INT_Cat_Clash_Loca96","What gave you the crazy idea to come onto my turf?","Яка божевільна ідея змусила тебе прийти на мою територію?"
"M02S08_INT_Cat_Clash_Loca18","M02S08_INT_Cat_Clash_Loca18",""
"M02S08_INT_Cat_Clash_Loca20","I had no idea.","Я не мав уявлення."
"M02S08_INT_Cat_Clash_Loca23","Your turf? That's news to me.","Твоя територія? Це новина для мене."
"M02S08_INT_Cat_Clash_Loca27","For a guy who has no idea, you've been doing a fair bit of poking around.","Для хлопця, який не має уявлення, ти досить багато рився в чужих справах."
"M02S08_INT_Cat_Clash_Loca87","My men saw you staking out the Hawkins warehouse.","Мої люди бачили, як ти стежив за складом Гокінсів."
"M02S08_INT_Cat_Clash_Loca88","That's not against the law.","Це не протизаконно."
"M02S08_INT_Cat_Clash_Loca98","I’m no idiot, detective.","Я не ідіотка, детективе."
"M02S08_INT_Cat_Clash_Loca57","M02S08_INT_Cat_Clash_Loca57",""
"M02S08_INT_Cat_Clash_Loca21","Let me through!","Пропусти мене!"
"M02S08_INT_Cat_Clash_Loca24","This muddy alley is yours?","Ця брудна алея твоя?"
"M02S08_INT_Cat_Clash_Loca28","Good for you.","Добре для тебе."
"M02S08_INT_Cat_Clash_Loca29","Me, I've got work to do.","Для мене, я маю роботу."
"M02S08_INT_Cat_Clash_Loca30","I don't think that you've quite understood the situation.","Я не думаю, що ти зовсім зрозумів ситуацію."
"M02S08_INT_Cat_Clash_Loca55","M02S08_INT_Cat_Clash_Loca55",""
"M02S08_INT_Cat_Clash_Loca22","[Don't say anything]","[Не казати нічого]"
"M02S08_INT_Cat_Clash_Loca25","...","..."
"M02S08_INT_Cat_Clash_Loca62","Has the cat got you tongue?","Кіт тобі язик відкусила?"
"M02S08_INT_Cat_Clash_Loca63","You've come for a fight.","Ти прийшов на бійку."
"M02S08_INT_Cat_Clash_Loca64","What I've got to say won't change a thing.","Те, що я мав сказати, нічого не змінить."
"M02S08_INT_Cat_Clash_Loca65","You're a quick learner.","Ти швидко вчишся."
"M02S08_INT_Cat_Clash_Loca86","M02S08_INT_Cat_Clash_Loca86",""
"M02S08_INT_Cat_Clash_Loca32","I'll tell you how things work around here.","Я розповім тобі, як тут все працює."
"M02S08_INT_Cat_Clash_Loca19","I decide who comes in and who stays out.","Я вирішую, хто заходить і хто залишається."
"M02S08_INT_Cat_Clash_Loca61","And anyone who doesn't respect my rules, I punish them.","А будь-хто, хто не поважає мої правила, буде покараний."
"M02S08_INT_Cat_Clash_Loca33","M02S08_INT_Cat_Clash_Loca33",""
"M02S08_INT_Cat_Clash_Loca34","[Attack]","[Напасти]"
"M02S08_INT_Cat_Clash_Loca68","M02S08_INT_Cat_Clash_Loca68",""
"M02S08_INT_Cat_Clash_Loca91","As you wish.","Як побажаєщ."
"M02S08_INT_Cat_Clash_Loca67","M02S08_INT_Cat_Clash_Loca67",""
"M02S08_INT_Cat_Clash_Loca93","You asked for it!","Ти сам цього хотів!"
"M02S08_INT_Cat_Clash_Loca35","Must we fight?","Мусимо битися?"
"M02S08_INT_Cat_Clash_Loca39","You don't have to do this.","Тобі не потрібно це робити."
"M02S08_INT_Cat_Clash_Loca77","Of course I do, and I'll even take pleasure in doing it.","Звичайно, і я навіть отримаю задоволення від цього."
"M02S08_INT_Cat_Clash_Loca36","So you're Cat.","Отже, ти - Кіт."
"M02S08_INT_Cat_Clash_Loca40","Is your name Cat?","Твоє ім'я Кіт?"
"M02S08_INT_Cat_Clash_Loca79","What of it?","Що з того?"
"M02S08_INT_Cat_Clash_Loca81","Maybe we can come to an understanding?","Можливо, ми зможемо порозумітися?"
"M02S08_INT_Cat_Clash_Loca83","Maybe. Or maybe not.","Можливо. А можливо, і ні."
"M02S08_INT_CrossCatWhileLeaving_Loca1","M02S08_INT_CrossCatWhileLeaving_Loca1",""
