"key","source","Translation"
"19A2EBD9471D1E38505D95B8AF69EAEB","Toss a coin","Киньте монетку"
"28B8DAD84ACF318A9A6B2E932C8E3483","[WONT] Coin","[WONT] Монетка"
"8DD4853F4F000FD4846193BA2383985C","An old worn bible","Стара пошарпана Біблія"
"F2942B8542A02340FB4F599757FFA94B","An old bible Numerous passages have been overwritten or annotated. Strange way to study the Holy Scriptures.","Стара Біблія. Численні уривки були переписані або анотовані. Дивний спосіб вивчення Святого Письма."
"75069C424A804F9DC5141589B6BD02A2","Annotated bible","Біблія з коментарями"
"338C0BCF4975DFD4B2CAE8ADC0C1039D","A strong bolt cutter.","Міцний болторіз."
"9A9BA33A4DE9BA6B78A2B99A086771F9","A strong bolt cutter. No padlock can resist this kind of tool.","Міцний болторіз. Жоден навісний замок не встоїть перед таким інструментом."
"43063FE942FB16A17631DEB8972444C7","Bolt cutter","Болторіз"
"147BBC934A94C3E62E27B9939CEA7B6E","Register","Реєстр"
"E20250DD421D562AA9347398E3A99925","Register","Реєстр"
"900D3A3E41B61A4F0ECDF991A5C979C6","An old torch light.","Старий ліхтар."
"30175D7E4961D4DBFF8A16BBB9754B1E","A functional torch light.","Функціональний ліхтарик."
"94965BBB4A2A56D659582AB8260AE4EB","Torch light","Світло смолоскипа"
"FC98CBAF40AAC3E5564ADCA215C34D76","Colt","Colt"
"4D35565744ED69A54DDCBAA98DE5073E","My old Colt 1911 A1, a fine weapon.","Мій старий Colt 1911 А1, прекрасна зброя."
"DFF2951043B524CE3CEC239D52135BCB","Colt","Colt"
"2AA7D06648DB497D48652286EAB6C565","Colt","Colt"
"89721872407D26B1B1660D85FDCB1C62","Colt 1911 A1 pistol, mainly used by the United States armed forces, a well-crafted and effective weapon.","Пістолет Colt 1911 A1, в основному використовується збройними силами Сполучених Штатів, надійна та ефективна зброя."
"DD17AFDD434BD7003553EFABA17BDD5A","Colt","Colt"
"FEC76788475797622A6BA08F55AA9E74","Revolver","Револьвер"
"DCA17BDA4ACC2330AB9CDD82CC2FCA05","Smith & Wesson M1917 revolver is mainly used by police forces. It holds six .45 caliber bullets.","Револьвер Smith & Wesson M1917 в основному використовується поліцією. Він вміщує шість набоїв калібру .45."
"7386F1A54BC5CB7E13F59FA80F32ED8E","Revolver","Револьвер"
"9C1C37B643FBA74CE61CDDBCD7B13DA1","The entire Hawkins family died that night in the fire. It seems that Sarah threw and shattered the lamp that triggered the fire. I have to find out what drove her to the act.","Уся сім'я Гокінсів загинула через пожежу тієї ночі. Схоже, що Сара кинула і розбила лампу, яка спричинила пожежу. Я маю з'ясувати, що штовхнуло її на цей вчинок."
"5EA59E104E183A5FAA77C9BA30F20633","It seems clear that the fire wasn’t accidental. There has been a violent dispute between the Hawkins spouses, with Simon as a witness. Was Sarah’s dementia the cause of this, or was it something else? How could the police detectives neglect all these clues?","Очевидно, що пожежа не була випадковою. Між подружжям Гокінсів відбулася сильна суперечка, свідком якої був Саймон. Чи була причиною цього деменція Сари, чи щось інше? Як поліцейські могли знехтувати всіма цими доказами?"
"BC903DAB4719DD4E5A7931A8656DE212","Sarah and Charles had a violent argument and Sarah threw this lamp in a burst of rage. What could have been the reason for such violence? This wasn't just the result of a burst of rage. What if Charles was the one responsible? How could the Police not see all of this? Someone is hiding something.","Сара і Чарльз сильно посварилися, і в пориві гніву Сара кинула цю лампу. Що могло стати причиною такої жорстокості? Це не було просто наслідком пориву гніву. Що, якби Чарльз був єдиним винним? Як поліція могла цього не помітити? Хтось приховує щось."
"9EA08B01419465B242BCCBA30FDCAE73","Go back to Murphy","Повертайтеся до Мерфі"
"9D9F3B044455DF04BF6268A6A7DB9822","Chapter 1","Розділ 1"
"083130F84D734B9DF09FB38B3F6B4ABA","Chapter 3","Розділ 3"
"9ED708824C785CCC169C2E85622E9600","Chapter 4","Розділ 4"
"C768B0294D619CA39AB6AC8833094C43","Chapter 5","Розділ 5"
"ABF128E04DC3B5C3A125D2B08413554A","Chapter 6","Розділ 6"
"12F01B1C410661328509A7AA4CFA0191","Chapter 7","Розділ 7"
"8766FB2E4F00758C4D74369EA81AAB24","Chapter 8","Розділ 8"
"450174164199D6D258ED7298758D0BB9","Chapter 9","Розділ 9"
"0FC3E68A41C8913994BB3DBECD156DE5","Chapter 10","Розділ 10"
"A8607F97426D6D1D8F005AB5D9D61CF3","Chapter 11","Розділ 11"
"17E2386643A56D5E057C5AB21A8439F5","Chapter 12","Розділ 12"
"1611BBF844E7625C77724F874300A70F","Chapter 13","Розділ 13"
"MONTH_APRIL","April","квіт."
"MONTH_AUGUST","August","серп."
"MONTH_DECEMBER","December","груд."
"MONTH_FEBRUARY","February","лют."
"MONTH_JANUARY","January","січ."
"MONTH_JULY","July","лип."
"MONTH_JUNE","June","черв."
"MONTH_MARCH","March","бер."
"MONTH_MAY","May","трав."
"MONTH_NOVEMBER","November","лист."
"MONTH_OCTOBER","October","жовт."
"MONTH_SEPTEMBER","September","вер."
"NETWORK_PRESENCE_INGAME","In Game","У грі"
"NETWORK_PRESENCE_INMENU","In Menus","У меню"
"3A7435884D0029F93468EAAC9557501F","Ripping Sarah’s painting with the dagger proved much useful – somehow, it banned the haunter of the gallery for good. I just hope I won’t need it again…","Кинджал, яким я розірвав картину Сари, виявився дуже корисним — якимось чином він назавжди вигнав примару з галереї. Сподіваюся, він мені більше не знадобиться..."
"1D414EA94495BEAFA36AF18FBAA6613E","According to Drake, the creature fits the description of what he called a “Dimensional Shambler”.","За словами Дрейка, ця істота відповідає опису того, що він називав «Міжвимірним Блукачем»."
"FEEE7C4C4D88F263F811FFB8FD3577B6","ist","[недоступно]"
"113F9ACF4DB6C81104E2C29BCB5AB486","The creature came back through another of Sarah’s paintings. This time I was unable to banish it – although I managed to entrap it…","Істота повернулася через іншу картину Сари. Цього разу я не зміг її вигнати — хоча мені вдалося заманити її в пастку..."
"C7CFDB12402C701E017C6C82A7055371","The same Sign is carried on the Dagger of Suleiman, the blade I used to get rid of the creature.","Той самий Знак на кинджалі Сулеймана — лезі, яким я позбувся істоти."
"82D09222447B96B96E93B79972964BF8","Against its own will, the Leviathan is the source of the Cult’s power. A dark creature coming from the depths of the sea, a servant of a monstrous god at the mercy of puny men.","Всупереч власній волі, Левіафан є джерелом сили культу. Темна істота з морських глибин, слуга жахливого бога, що перебуває у владі нікчемних людей."
"E8BCD17243F4A522660FC4A0F54D3BE3","The Leviathan is immortal and it regenerates continuously. Those who are nourished with its flesh regenerate their wounds and are granted with immortality – but they are bound to a slow, inexorable mutation to something hideous.","Левіафан безсмертний і постійно зцілюється. Ті, хто живиться його плоттю, загоюють свої рани і отримують безсмертя — але вони приречені на повільне, невблаганне перетворення в щось огидне й мерзотне."
"ECABF013433F9E18EC27C4BDF783E904","Leviathan Oil is said to give hallucinations, like a potent drug – quite disturbing, considering that everyone in Darkwater uses it.","Кажуть, що топлений жир Левіафанова викликає галюцинації, як сильнодіючий наркотик — досить тривожно, враховуючи, що всі в Дарквотер вживають його."
"F34BE95B462D3A188B4FF3BCE1975789","Thanks to their Chief Librarian, Dr. Henry Armitage, Drake obtained one of the few copies of the Necronomicon. I do not quite understand the agitation around that book but Drake seems to hold it dear.","Завдяки їхньому головному бібліотекарю, доктору Генрі Армітеджу, Дрейк отримав один з небагатьох примірників «Некрономікону». Я не зовсім розумію ажіотаж навколо цієї книги, але Дрейк, схоже, дуже дорожить нею."
"58DBCC6F4BD2DCDB2BDD878F190652B5","Written by the mad poet Abdul Alhazred around 730 A.D., the Necronomicon is a forbidden grimoire filled with invocation rituals, dark knowledge, and the history of ancient cosmic entities that inhabited Earth before men. Few copies have survived the centuries of inquisition and persecution, although Drake managed to lay his hands on one old tome, provided by his friend Armitage at Miskatonic.","Написаний божевільним поетом Абдулом Альхазредом близько 730 року н. е. «Некрономікон» — це заборонений ґримуар, що містить ритуали заклику, темне знання та історію прадавніх космічних істот, які населяли Землю задовго до появи людей. Небагато примірників пережили століття інквізиції та переслідувань — і все ж Дрейку вдалося заволодіти одним зі старих томів, який йому передав друг Армітедж з Міскатоніка."
"9647CEF3418E1583B6E4EBBCD4E5ED39","The Ritual of the Sacred Flesh is an initiation ceremony where chosen cultists are nourished with the Leviathan’s flesh. Once the flesh is ingested, the chosen ones become “hosts” and start mutating. Those who manage to fully mutate are known as the “Ascended”. Only the chosen ones are allowed to wear the cult mask, symbol of devotion to their god.","Ритуал Священної Плоті — це церемонія ініціації, під час якої обраних адептів культу годують плоттю Левіафана. Після того, як обрані поглинають плоть, вони стають «носіями» і починають мутувати. Ті, кому вдається повністю мутувати, відомі як «Вознесені». Лише обраним дозволено носити маску культу, символ відданості своєму богу."
"FA2458944A8498BAB0A355A9871098AD","The cultists held the Leviathan in chains. They cut its flesh, drained its fat - even extracted its brains’ fluid. Since the creature cannot die, and keeps regenerating its wounds, it made an unlimited source of hideous wealth to the cultists.","Окультисти тримали Левіафана в кайданах. Вони вирізали з нього м'ясо, викачували жир і навіть рідину з його мозку. Оскільки істота не може померти і постійно самозцілюється, вона стала необмеженим джерелом жахливого багатства для окультистів."
"886597DA47F14D482557F4A19950960F","When they will have consumed the stellar flesh and survived the transformation, closer than ever to their new master, they will enter his sleep of death and will only awaken to answer his Call. They will be called the Awakened.""<lf><lf>Extract taken from the Necronomicon, by Abdul Alhazred","«Коли вони споживуть зоряну плоть і переживуть перетворення, ставши ближче, ніж будь-коли, до свого нового господаря, вони поринуть у смертний сон і прокинуться лише для того, щоб відповісти на його Поклик. Їх назвуть Пробудженими.»<lf><lf>Уривок з «Некрономікону», автор Абдул Альхазред"
"69A912D2458935DDD137509FB6861782","Ascent","«Вознесіння»"
"760947FE44FF5E8DF4A4249FB9075852","Ph'nglui mglw'nafh Cthulhu R'lyeh wgah'nagl fhtagn »<lf><lf>Extract taken from the Necronomicon, by Abdul Alhazred","«Ph'nglui mglw'nafh Cthulhu R'lyeh wgah'nagl fhtagn»<lf><lf>Уривок з «Некрономікону», автор Абдул Альхазред"
"383BC20949BDE02BDCCE07ABA53200F1","Cthulhu","Ктулгу"
"5F9FD4654A512D368E753CBA0BAB2E3F","There are laid out on a frozen stone. One would say that they are dead, but their bodies do not decompose. Are they in some form of coma? One thing is sure, these men were subjected to a type of treatment that changed their physical characteristics. I'm not sure that we can still call them men""<lf><lf>Extract from the notebook of Edward Pierce, private detective.","«Вони лежать на холодному камінні. На перший погляд можна було б сказати, що вони мертві, але їхні тіла не розкладаються. Чи перебувають вони в якійсь формі коми? Одне можна сказати точно: їх піддали процедурі, яка змінила їхню фізіологію. Я не впевнений, що їх ще можна називати людьми.»<lf><lf>Фрагмент із записника Едварда Пірса, приватного детектива."
"66197E934738AC1675621FADB3AA26CF","Sleeping cultist","Сплячий окультист"
"454E29204ACFC96A21E8519CA8F62D3A","This exceptional dagger of Ottoman origin probably dates from the XVI century. It bears the “Elder Sign” on its hilt. It, apparently, belonged to Pargali Ibrahim Pasha, Grand Vizier at the court of Suleiman the Magnificent. Legend tells that Pargali used the symbol on the dagger to protect the court from a creature that haunted the mirrors of the palace. What is certain, is that Suleiman had his vizier executed. Did he fear him after this demonstration of power? ""<lf><lf><lf>Extract from Art and Mysticism. Francis Sanders' Forgotten Objects","«Цей рідкісний кинджал османського походження, ймовірно, датується XVI століттям. На його руків’ї вигравіювано «Знак Старійшини». Він, очевидно, належав Парґали Ібрагіму-паші, великому візиру при дворі Сулеймана Пишного. Легенда свідчить, що Парґали використовував символ на кинджалі, щоб захистити двір від створіння, яке з’являлося в дзеркалах палацу. Що достеменно відомо — Сулейман наказав стратити свого візира. Можлвио, він злякався продемонстрованої сили?»<lf><lf><lf>Уривок з книги «Мистецтво і містицизм. Забуті предмети» Френсіса Сандерса"
"B686A5544C82D45DE9A85D89F48BFAC0","Dagger ""of the Ancients","Кинджал «Стародавніх»"
"2B01F9B34C1EDC225B1A25B4D4C89569","The Dimensional Shambler comes from a dark and inhospitable dimension, where the rarity of food sources keeps it in a state of permanent starvation. This is why it is in a constant state of readiness, to travel to other dimensions in order to feed on its inhabitants. Make sure you never weaken the veils of your dimension, otherwise you risk attracting this very dangerous creature. Should this happen, you just have to lay eyes upon it for its being to anchor itself in your dimension and to allow it to rip you open with its claws.""<lf><lf>Extract taken from the Malleus Bestiarum, by Abigaïl G.","«Міжвимірний Блукач походить із темного й непривітного світу, де нестача їжі тримає його у вічному голоді. Саме тому це створіння завжди напоготові, щоби прорватися в інші виміри та поживитися їхніми мешканцями. Ніколи не послаблюй завісу свого світу — інакше ризикуєш привернути увагу цієї надзвичайно небезпечної істоти. Якщо це станеться, достатньо лише поглянути на неї, щоб її сутність закріпилася у твоїй реальності — і тоді вона роздере тебе своїми кігтями.»<lf><lf>Уривок із «Молот відьом», авторка Абіґейл Ґ."
"7834221E4FD81520E26D0D8D7752C996","Dimensional Shambler","Міжвимірний Блукач"
"194C62A443538E6BBFC450A7A96FDB83","Men discovered a protective symbol, so powerful that it could remove them from the gaze of creatures of the Myth. They carved it into their jewels; painted it on the doors of their houses and embroidered it on the clothing of their children. Later, they understood that it could even exercise its power on the doors of the Sunken City.""<lf><lf>Extract taken from the Necronomicon, by Abdul Alhazred","«Люди відкрили захисний символ, настільки могутній, що він міг приховати їх від погляду істот із Міту. Вони гравірували його на своїх прикрасах; розмальовували ним двері своїх осель; вишивали на одязі своїх дітей. Згодом вони усвідомили, що цей символ здатен проявляти свою силу навіть на брамах Затонулого Міста.»<lf><lf>Уривок із «Некрономікону», автор Абдул Альхазред"
"646B015047B46102C5DBA1A5D01292AC","Elder Sign","«Знак Старійшини»"
"22A7185841B04DB62EAD248AAED57EEE","The Firstborns are the 13 first cultists who discovered and captured the Leviathan in 1847. They were part of the Scylla’s crew. The 13 survived to present days by eating the Leviathan flesh, which rendered them immortal. Charles, Fuller and Silas where among them.According to Hamilton’s journal, eating the flesh gave the Firstborns visions of a “Giant Octopus God”, which they started worshipping. They now prepare in secret the arrival of their deity, which is told to be prisoner in an underwater city called “R’lyeh”.","Первістки — це 13 перших окультистів, які виявили і захопили Левіафана в 1847 році. Вони були частиною екіпажу «Сцилли». 13 з них дожили до наших днів завдяки тому, що їли м'ясо Левіафана, яке зробило їх безсмертними. Чарльз, Фуллер і Сайлас були серед них. Згідно з щоденником Гамільтона, вживання плоті викликало в Первістків видіння «Гігантського Бога-восьминога», якому вони почали поклонятися. Тепер вони таємно готуються до прибуття свого божества, яке, за переказами, перебуває в ув'язненні в підводному місті під назвою «Р'льє»."
"DBD8D2A04416CF3C966D6ABE4AAA1C43","Firstborns","Первістки"
"264491854A3131031AC29AAA363AAA25","Stellar larva, offspring of the earth, Leviathan is seen, feared, worshiped and named by men. It is linked by its dreams to The One Who Sleeps, and will not find rest until its divine progenitor is free. There is no greater predator on Earth and yet, this being that feeds on huge creatures, will never directly attack men. It will instill fear, the dreams of R'lyeh and, finally, madness into the minds of those it chooses to serve its designs. Cursed are those who cross its path, and more cursed still, those who hear its voice because, for them, no salvation in death.""<lf><lf>Extract taken from the Necronomicon, by Abdul Alhazred","«Зоряна личинка, породження Землі — Левіафан, якого люди побачили, злякалися, возвеличили й дали йому ім’я. Він пов'язаний своїми снами з Тим, Хто Спить, і не знайде спокою, поки його божественний пращур не буде звільнений. На Землі немає хижака страшнішого, і все ж ця істота, що пожирає велетенських створінь, ніколи не нападе на людину безпосередньо. Вона посіє страх, вкладе сни про «Р’льєх» і, зрештою, доведе до божевілля тих, кого обере слугувати своїм намірам. Прокляті ті, хто перетне йому шлях, а ще більш прокляті ті, хто почує його голос, бо для них навіть смерть не стане порятунком.»<lf><lf>Уривок з «Некрономікону», автор Абдул Альхазред"
"43714F7140E5C4CE2524098FDFB53A76","Leviathan","Левіафан"
"B585B677455ED52F64225088D2BDE6BC","The Miskatonic University is a highly prestigious academy located in Arkham, Massachusetts. It is most known for its collection of occult books.","Міскатонікський університет — це дуже престижна академія, розташована в Аркгемі, штат Массачусетс. Він найбільш відомий своєю колекцією окультних книг."
"4EC9590746CB4DD6B6665B9019717A65","Miskatonic University","Міскатонікський університет"
"4A3BD57D41EA7CB64EEBA2AE850C9C84","The words that follow are not really mine. They were communicated to me in my dreams and trances by the greatest minds in the cosmos. I take advantage of these moments of lucidity, that grow ever shorter, to write down these few scraps from the immense knowledge that they send crashing against my broken mind, night after night. I can only leave these crumbs of knowledge to the world in the hope that reading them will guide men. But I already fear that unholy words will stain the soul of whoever dares open this accursed collection. Because, just like prisoners whose confessions were written on their own skins, I shall protect my heritage beyond the ages.""<lf><lf>Extract taken from the Necronomicon, by Abdul Alhazred","Слова, що йдуть далі, насправді не мої. Вони були передані мені в снах і трансах найбільшими умами в космосі. Я користуюся цими моментами просвітлення, які стають дедалі коротшими, щоб записати ці кілька уривків з безмежного знання, яке вони посилають, розбиваючись об мій крийкий розум, ніч за ніччю. Я можу лише залишити ці крихти знань світові, сподіваючись, що їхнє прочитання допоможе людям. Але я вже боюся, що нечестиві слова заплямують душу того, хто наважиться розгорнути цю прокляту збірку. Тому що, подібно до в'язнів, чиї вірування були викарбувані на їхній власній шкірі, я захищатиму свою спадщину у віках.<lf><lf>Уривок з «Некрономікону», автор Абдул Альхазред"
"2D981B7B4E398229177157A19CFDB4D7","Necronomicon","«Некрономікон»"
"FEC7650742D54EA8361045A3EA21F672","Charles Hawkins and other cultists were attending a strange ceremony that involved a dagger and fresh, bizarre-looking meat. I heard the ceremony was called the “Ritual of The Sacred Flesh”.","Чарльз Гокінс та інші окультисти були присутні на дивній церемонії, в якій використовували кинджал і свіже м'ясо химерного вигляду. Я чув, що церемонія називалася «Ритуал Священної Плоті»."
"B7570E0B41C9EA5C74D5F6BEED5584FD","Ritual of the Sacred Flesh","Ритуал Священної Плоті"
"8ED49E5F4E4B83413F9BBDB412A2A69A","The Sanctuary is the name the cultists gave to the core of the old Whaling Station of Darkwater - where the Leviathan is kept. It’s a sacred place guarded by the ones the Cult calls ""the Ascended"". It’s also their base of operations. All the products they use are stashed there: Leviathan Oil, Ichor, Flesh - everything is produced here. This place should have never existed.","Святилище — таку назву дали окультисти серцю старої китобійної станції Дарквотера, саме там утримується Левіафан. Це священне місце, яке охороняють ті, кого Культ називає «Вознесеними». Воно також слугує їхнім штабом. Усі продукти, якими вони користуються, зберігаються саме тут: топлений жир Левіафана, Іхор, М'ясо — усе виробляється тут. Це місце ніколи не мало б існувати."
"7667F0484D96C2FE714F52BFD2B0B52B","Sanctuary","Святилище"
"B44BCF6B442887AE3FFD5193B1BBE4B3","The walls close in, you cannot breathe, you need to get out. Confined spaces make you feel in danger and have anxiety attacks, forcing you to leave immediately small rooms or hiding spots.","Стіни стискаються, тобі важко дихати, потрібно вибиратися. Замкнені простори викликають почуття небезпеки та панічні атаки, змушуючи негайно залишати маленькі кімнати чи вузькі коридори."
"256555334FE82279BD693FA7FB6E878B","Claustrophobia","Клаустрофобія "
"7DE5200145F29F3AB975F7B9750D724B","Scare of dimensional shambler","Страх перед Міжвимірним Блукачем"
"091DA8ED4E060A566FB6F3979DB148E6","Dimensional shambler","Міжвимірний Блукач"
"85964A2E44C404CF463085B3AAF36A39","You only are aware of the horrors inhabiting the shadows, patiently waiting for you to show a sign of weakness. You are afraid of the dark, and you have no choice but to keep your lamp lit – even if the light may attract unwanted attention.","Можна лише уявити, які страшилища ховаються в темряві, вони терпляче чекають, коли ти втратиш пильність. Ти боїшся темряви і не маєш вибору, як тримати свою лампу запаленою — навіть якщо світло може привернути небажану увагу."
"A03729E64E4713B3A19534AAC79F01B0","Scotophobia","Скотофобія"
"BE6BEB074BC0BD9A204678B626FB4CB1","The Great War scarred you for life – both physically and mentally. The horrors of your past haunt you every night. Close encounters with dead bodies can lead to anxiety and panic attacks.","Велика війна залишила шрами на все життя — як фізичні, так і психічні. Жахи минулого переслідують тебе щоночі. Близькі зустрічі з мертвими тілами можуть призвести до тривоги та панічних атак."
"BF1A420F4C9F8770B11473B0CF3C0202","Necrophobia","Некрофобія"
"8A8E974141C68C3E780026A1D04AD5E0","Thomas Fuller, Head of the Hospital, was also in charge of the Riverside Asylum. Despite the scarce population in Darkwater, the institute has known quite a large number of inmates throughout the years, one of the highest per habitant in the state of Massachusetts. I wondered why. Isolating the demented on the Island sure had its convenience for the mainland, but what about Darkwater? What made them so eager to have an Asylum nearby?","Томас Фуллер, керівник лікарні, був також відповідальним за психлікарню Ріверсайд. Незважаючи на нечисленне населення Дарквотера, у закладі протягом багатьох років перебувала досить велика кількість пацієнтів — одна з найвищих у штаті Массачусетс. Мені стало цікаво, чому. Ізоляція божевільних на острові, безумовно, мала свої переваги для материка, але як щодо Дарквотера? Чому вони так прагнули мати власну психіатричну лікарню?"
"D3177D424F830761F7757E8635515F52","Riverside Asylum","Психлікарня Ріверсайд"
"82B852E44AD39346AB2592A5D24F1EA2","A bar where liquor is served with total impunity. It's the last thing I expected to find when I arrived on this island! The Stranded Whale is its name, and it's managed with an iron hand by the owner, a certain Mitchell. He does not tolerate troublemakers, and he fiercely protects the identity of his supplier. All the inhabitants of the area seem to go there, and I even saw what looks to be a truce between the bootleggers and the sailors.","Бар, де абсолютно безкарно розливають алкоголь. Це останнє, що я очікував знайти, коли прибув на цей острів! «Кит, що сів на мілину» — так цей бар зветься, і ним залізною рукою керує власник, такий собі Мітчелл. Він не терпить порушників спокою і запекло оберігає особистість свого постачальника. Здається, всі мешканці острова ходять туди, і я навіть бачив, як між бутлеґерами і моряками укладено щось на кшталт перемир'я."
"3D9C61924609ADA119983AB118FF33F1","The Stranded Whale","«Кит, що сів на мілину»"
"B5F974A04A1E70E030A635920D4700F6","I've never seen such a collection of works on magic and occultism. Algernon Drake, the owner, prides himself on being a luminary in the study of esoteric phenomena. The library was ransacked during an attempted burglary. It holds numerous rare or forbidden works. Its back room houses a safe protected by an ancient symbol.","Я ніколи не бачив такого зібрання творів про магію та окультизм. Власник книгарні Алджернон Дрейк пишається тим, що є світилом у вивченні езотеричних явищ. Бібліотека була розграбована під час спроби пограбування. У ній зберігаються численні рідкісні або заборонені твори. У підсобці знаходиться сейф, захищений стародавнім символом."
"CDEF4FD94B47D3B86BB814AE044CCDF2","The Nameless Bookstore","«Безіменна книгарня»"
"92E7316240037EE54696EDB48009DA76","My private detective agency, contracted to the Wentworth Detective Agency.<lf>After the Great War, I decided to set up in Boston where there is no lack of work for guys like me. One small-time case follows the other: adultery, settled scores, disappearances that are not actually disappearances.<lf>The old office couch is less comfortable than a real bed, and I should probably get rid of these empty bottles. But this place is mine. For the moment.","Моє приватне детективне агентство, що пов'язане контрактом із Детективним Агентством «Вентворта».<lf>Після Великої війни я вирішив осісти в Бостоні — тут завжди знайдеться робота для таких, як я. Одна дрібна справа за іншою: подружні зради, зведення рахунків, зникнення, які насправді не є зникненнями.<lf>Старий диван у кабінеті менш зручний за справжнє ліжко, і, мабуть, варто позбутися цих порожніх пляшок. Але це місце моє. Принаймні поки що."
"AF3E97E5416210ED6E93EFAE40119949","Pierce Investigations Agency","Агенство розслідувань Пірса"
"F7A711054CA8110A80EB2EBC32823AC2","The Sanders house, all in shades of red and in gold, is impressive. But nothing matches the private gallery of Francis Sanders. The place is huge, and entirely dedicated to his passion for troubling and macabre works: defaced figures of virgins, sacrificial daggers, statues of monsters. And the painting that led him to his demise takes center stage. The Shambler, a painting by Sarah Hawkins, a close friend of the couple. What happened in this room... I will never be able to forget it.","Будинок Сандерсів, весь у відтінках червоного і золотого, вражає. Але ніщо не може зрівнятися з приватною галереєю Френсіса Сандерса. Це величезне приміщення, повністю присвячене його пристрасті до тривожних і моторошних робіт: понівечені фігури незайманих, жертовні кинджали, статуї монстрів. І картина, яка привела його до загибелі, займає центральне місце. «Блукач», картина Сари Гокінс, близької подруги подружжя. Те, що сталося в цій кімнаті... Я ніколи не зможу цього забути."
"544FF58B4D8E3706B5EED9976D76069A","Sanders residence","Маєток Сандерсів"
"B8B81C914874BD1FD1B783B4CD1A590E","The Blessed Shores Church is the oldest building standing in Darkwater Island. It was built in 1692, when the first pilgrims from New England set foot on the island.<lf>The building has seen several renovations and transformations over the centuries, and survived to fires, tornadoes, and the Cape Ann earthquake in 1755.<lf>Today, Blessed Shores is also an aggregation center for the locals. Pastor Howard Garrett hosts expositions, charity events, and lectures delivered by Arkham anthropologists and historians occasionally visiting the island.<lf>The church is named after the island itself, before its name became Darkwater.","Церква «Благословенні береги» — найстаріша будівля на острові Дарквотер. Її збудували в 1692 році, коли перші пілігрими з Нової Англії ступили на острів.<lf>Будівля не раз перебудовувалася і змінювалася протягом століть, пережила пожежі, торнадо та землетрус у Кейп-Анн 1755 року.<lf>Сьогодні «Благословенні береги» також слугують місцем зібрань для місцевих. Пастор Говард Ґаррет організовує тут виставки, благодійні заходи та лекції, які іноді читають антропологи й історики з Аркгему, що відвідують острів.<lf>Церква названа на честь острова, ще до того, як той отримав назву Дарквотер."
"D5CEE3484EC4CC0E2E09C49A5C115706","Blessed Shores Church","Церква «Благословенні береги»"
"A73FDE3741753E0177A958BF8DD4248F","The network of caves that runs beneath Darkwater stretches as far as its inhospitable coastline. In memory of the crew of the Scylla that did not survive the Miraculous Catch: a statue on which all their names were carved. Over the years, the names of the survivors have been added. I suppose that nobody will add the name of Fuller below that of Charles Hawkins, the last of the cultists to be celebrated in this place.","Мережа печер, що пролягає під Дарквотером, тягнеться аж до його непривітного узбережжя. На згадку про екіпаж «Сцилли», який не пережив «Дивовижного улову» звели статую, на якій викарбувані всі їхні імена. З роками до них додалися імена тих, хто вижив. Я припускаю, що ніхто не додасть ім'я Фуллера нижче імені Чарльза Гокінса — останнього з окультистів, якого вшановували в цьому місці."
"1A93C8E043F5E762EFBC3FB714DE5F3F","Coastal cave","Прибережна печера"
"75961D3143C41D5642569A90A6CEA534","At the entrance to the port of Darkwater, one still passes in front of the shell of the Scylla, the last whaling ship to have brought back a catch. Sailors wander the docks looking for some small job for the day. A gang of bootleggers has set itself up there, and is gnawing away at the territory of Captain Fitzroy, the last sailor to own a boat capable of making the round-trip between the island and mainland. Here, the golden age of whale hunting is but a distant memory.","При вході до порту Дарквотера ще досі можна побачити уламки «Сцилли» — останнього китобійного судна, що повернулося з уловом. По доках вештаються моряки, шукаючи тимчасової роботи, аби хоч якось прогодуватися. Банда бутлеґерів осіла тут і потроху відгризає територію капітана Фіцроя — останнього з мореплавців, який ще має човен, здатний ходити між островом і материком. Золотий вік китобійного промислу тут давно став лише спогадом."
"CB2A362041AAD746D9222CADEDB284BC","Darkwater Port","Дарквотерський порт"
"614016F54C0075972C3500A4C1C23351","The highest point of the island was used by the cultists as a place of invocation. Hundreds of steps had been cut into the stone. The remains of a forgotten civilization. The cultists stood on either side of the platform, chanting profane anthems and praying for the return of their god. The power of the latter already showed on the surface of the ocean, causing the onset of a storm so powerful that it had already torn off a part of the cliff. That is where they tried to awaken Cthulhu.","Найвищу точку острова окультисти використовували як місце для ритуалів заклику. Сотні сходинок було вирізьблено в камені — залишки забутої цивілізації. Окультисти ставали обабіч платформи, вигукуючи блюзнірські гімни та молячись про повернення свого божества. Його сила вже давала про себе знати — океан здіймався, й насувалася така буря, що вже відірвала частину скелі. Саме там вони намагалися пробудити Ктулгу."
"8E099612486A3BB578D7B99A168985B3","Alabaster Point","Алабастрова вершина"
